genres,imdb_id,title,vote_average
"[{'id': 35, 'name': 'Comedy'}]",tt1068680,Yes Man,6.4
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",tt0985699,Valkyrie,6.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt1029134,Birds of America,5.9
"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0983213,5 Centimeters per Second,7.3
"[{'id': 878, 'name': 'Science Fiction'}]",tt0449040,H.G. Wells' War of the Worlds,4.4
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt1078899,Impulse,5.1
"[{'id': 18, 'name': 'Drama'}]",tt0953318,Ben X,7.0
"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",tt0960731,Bedtime Stories,5.9
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0025464,Manhattan Melodrama,6.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0320668,Two Days,6.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}]",tt0212579,Blackadder Back & Forth,7.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}]",tt0094754,Blackadder's Christmas Carol,7.6
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",tt0926762,Loft,7.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0822832,Marley & Me,6.9
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",tt0816539,Jack Brooks: Monster Slayer,5.8
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt1046947,Last Chance Harvey,6.1
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",tt1220719,Ip Man,7.5
"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",tt0044573,The Duel at Silver Creek,7.0
"[{'id': 10752, 'name': 'War'}, {'id': 99, 'name': 'Documentary'}]",tt0184254,Why We Fight: The Battle of China,5.0
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",tt0449487,Passengers,5.7
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",tt0420238,The Tale of Despereaux,5.8
"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",tt1179891,My Bloody Valentine,5.3
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",tt0050549,Island in the Sun,6.0
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",tt0850253,Battle in Seattle,6.3
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0480669,Timecrimes,7.0
"[{'id': 18, 'name': 'Drama'}]",tt0243951,Hamlet,0.0
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",tt0494238,Inkheart,6.0
"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0818165,The Alphabet Killer,5.2
"[{'id': 35, 'name': 'Comedy'}]",tt0105251,Revenge of the Nerds III: The Next Generation,4.0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt1114740,Paul Blart: Mall Cop,5.2
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",tt0472198,Notorious,6.6
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0822868,Make It Happen,5.4
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0287140,Edge of Madness,5.8
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0815245,The Uninvited,6.3
"[{'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",tt0062742,Blue,6.3
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt0024873,Belle of the Nineties,4.5
"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",tt0046757,Beachhead,4.7
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]",tt1092082,Passchendaele,6.3
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt1103275,Two Lovers,6.6
"[{'id': 37, 'name': 'Western'}]",tt0038395,Canyon Passage,6.8
"[{'id': 99, 'name': 'Documentary'}]",tt0492931,The 11th Hour,6.4
"[{'id': 16, 'name': 'Animation'}]",tt1265998,Afro Samurai: Resurrection,6.7
"[{'id': 18, 'name': 'Drama'}]",tt0412596,Café Lumière,6.7
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",tt0275434,Jesus Christ Superstar,7.1
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",tt1019454,Taking Chance,6.8
"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",tt0490377,The Letter for the King,7.0
"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]",tt0208629,Nuremberg,7.6
"[{'id': 18, 'name': 'Drama'}]",tt0049010,Bigger Than Life,7.4
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 27, 'name': 'Horror'}]",tt1103256,Red Sands,4.0
"[{'id': 53, 'name': 'Thriller'}]",tt0831916,The Lost,5.0
"[{'id': 35, 'name': 'Comedy'}]",tt1116186,Still Waiting...,5.1
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt1014801,Pistol Whipped,5.5
"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0910934,Urban Justice,5.4
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",tt0053901,Hell to Eternity,10.0
"[{'id': 18, 'name': 'Drama'}]",tt0050458,Il Grido,6.7
"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",tt1214983,Screamers: The Hunting,4.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",tt0838232,The Pink Panther 2,5.4
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0400426,Far Cry,3.1
"[{'id': 18, 'name': 'Drama'}]",tt0022698,Blonde Venus,6.5
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",tt0926063,Dance of the Dead,6.0
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",tt0492044,The Haunting in Connecticut,6.0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0448011,Knowing,5.9
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0785035,Ong Bak 2,5.9
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",tt1132620,The Girl with the Dragon Tattoo,7.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0862846,Sunshine Cleaning,6.5
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",tt1124039,Echelon Conspiracy,5.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0778749,Jasminum,6.0
"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",tt1172203,Sita Sings the Blues,6.9
"[{'id': 35, 'name': 'Comedy'}]",tt0490086,Big Stan,5.9
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt1085507,The Square,6.2
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0043090,Union Station,6.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0475380,Scenes of a Sexual Nature,5.2
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",tt1234541,The Butterfly Effect 3: Revelations,5.1
"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",tt0050652,The Lonely Man,6.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",tt0127626,Kiler,8.1
"[{'id': 35, 'name': 'Comedy'}]",tt1226774,In the Loop,7.0
"[{'id': 35, 'name': 'Comedy'}]",tt0974661,17 Again,6.1
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",tt0361748,Inglourious Basterds,7.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0109747,La estrategia del caracol,7.2
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt1121931,Crank: High Voltage,5.9
"[{'id': 18, 'name': 'Drama'}]",tt0276216,The Days Between,6.3
"[{'id': 18, 'name': 'Drama'}]",tt0962736,The Young Victoria,7.1
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",tt0458525,X-Men Origins: Wolverine,6.2
"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",tt1326972,Red Cliff Part II,7.1
"[{'id': 35, 'name': 'Comedy'}]",tt0067484,I Hate Mondays,7.7
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",tt1231277,S. Darko,3.6
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",tt0880648,Shuttle,5.7
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0924129,Crossing Over,6.2
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0070653,Scorpio,6.0
"[{'id': 10752, 'name': 'War'}]",tt0058323,Man in the Middle,6.6
"[{'id': 18, 'name': 'Drama'}]",tt1032819,Powder Blue,6.3
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",tt0967945,The Merry Gentleman,6.8
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",tt0984200,Incendiary,5.3
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0438488,Terminator Salvation,5.9
"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",tt0943512,How to Cook Your Life,5.0
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",tt1020885,Lesbian Vampire Killers,5.3
"[{'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",tt0042744,Montana,4.8
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",tt0016123,The Monster,6.0
"[{'id': 18, 'name': 'Drama'}]",tt0990404,Chop Shop,7.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0808244,Easy Virtue,6.4
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt1314280,Welcome,7.1
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0425151,Jimmy and Judy,5.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10769, 'name': 'Foreign'}]",tt1043537,Ricky Rapper,6.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",,Show,6.3
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0456165,Salaam Namaste,5.7
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",tt0457400,Land of the Lost,5.4
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0021885,A Free Soul,4.7
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0407851,Hana and Alice,6.9
"[{'id': 27, 'name': 'Horror'}, {'id': 10769, 'name': 'Foreign'}]",tt0460742,Chain Reaction,5.9
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0069976,Dillinger,6.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",tt1045778,Year One,4.6
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",tt0887912,The Hurt Locker,7.2
"[{'id': 10769, 'name': 'Foreign'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 35, 'name': 'Comedy'}]",,How I Unleashed World War II Part III: Among Friends,7.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0910847,Breakfast with Scot,5.9
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",tt1055369,Transformers: Revenge of the Fallen,6.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt1178663,Whatever Works,6.8
"[{'id': 36, 'name': 'History'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt1152836,Public Enemies,6.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",tt1340123,Samson and Delilah,5.7
"[{'id': 18, 'name': 'Drama'}]",tt1078588,My Sister's Keeper,7.1
"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",tt0354690,Lady Death,5.8
"[{'id': 99, 'name': 'Documentary'}, {'id': 80, 'name': 'Crime'}]",tt0296108,News from a Personal War,6.5
"[{'id': 35, 'name': 'Comedy'}]",tt0889583,Brüno,5.4
"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",tt1361558,Iron Maiden: Flight 666,8.5
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0944101,Good Dick,6.1
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0046969,The Fast and the Furious,3.8
"[{'id': 18, 'name': 'Drama'}]",tt0109702,Cold Water,8.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0829297,Ten Inch Hero,6.7
"[{'id': 18, 'name': 'Drama'}]",tt0938341,Tokyo Sonata,6.9
"[{'id': 27, 'name': 'Horror'}]",tt0070868,The Vault of Horror,6.5
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt1203523,Streets of Blood,4.6
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",tt0070248,Jonathan Livingston Seagull,6.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]",tt0239670,Mortal Transfer,6.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0081076,Loulou,6.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt1142988,The Ugly Truth,6.4
"[{'id': 878, 'name': 'Science Fiction'}]",tt1136608,District 9,7.3
"[{'id': 18, 'name': 'Drama'}, {'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",tt1129435,The Beaches of Agnès,6.3
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt1198138,Obsessed,5.1
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",tt1075417,Race to Witch Mountain,5.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",tt1114677,Hannah Montana: The Movie,6.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 36, 'name': 'History'}]",tt1048171,Séraphine,6.6
"[{'id': 18, 'name': 'Drama'}]",tt0085503,The Sandwich Man,6.7
"[{'id': 35, 'name': 'Comedy'}]",tt0260193,La Moitié gauche du frigo,5.0
"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",tt0499456,Days of Darkness,5.0
"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",tt0923811,Evangelion: 1.0: You Are (Not) Alone,7.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0446676,Deal,5.2
"[{'id': 18, 'name': 'Drama'}]",tt0104118,Doing Time on Maple Drive,4.9
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",tt0105790,Waterland,5.8
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt1151922,Miss March,5.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",tt0976222,Bandslam,5.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt1032815,"I Love You, Beth Cooper",5.2
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0042771,Mystery Street,6.2
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",tt1045655,The Haunting of Molly Hartley,4.3
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt1082601,Fighting,5.5
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",tt0964185,Tetro,6.7
"[{'id': 18, 'name': 'Drama'}]",tt1074929,Adoration,5.9
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",tt1172570,Bronson,6.9
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",tt0756703,Feel The Noise,3.9
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt0831299,I Really Hate My Job,3.8
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0054821,Le Doulos,7.4
"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",tt1229360,It Might Get Loud,7.4
"[{'id': 35, 'name': 'Comedy'}]",tt1142433,Post Grad,5.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0865559,My Life in Ruins,5.6
"[{'id': 27, 'name': 'Horror'}]",tt0105643,Troll 2,3.6
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}]",tt0058382,Murder Ahoy,7.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0808232,A Dog Year,6.0
"[{'id': 18, 'name': 'Drama'}]",tt0436364,Good,6.3
"[{'id': 27, 'name': 'Horror'}]",tt1311067,Halloween II,5.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",tt0331041,The Handcuff King,5.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",tt1234548,The Men Who Stare at Goats,5.9
"[{'id': 18, 'name': 'Drama'}]",tt0069398,Tout Va Bien,6.6
"[{'id': 18, 'name': 'Drama'}]",tt0076517,Padre Padrone,6.7
"[{'id': 99, 'name': 'Documentary'}]",tt1176244,Valentino: The Last Emperor,6.6
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",tt0022150,Le Million,6.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",tt1230164,Return of the Ghostbusters,5.2
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",tt1228933,Laid to Rest,5.2
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt1130080,The Informant!,6.0
"[{'id': 18, 'name': 'Drama'}]",tt1190858,Amreeka,6.3
"[{'id': 35, 'name': 'Comedy'}]",tt1225822,Extract,5.7
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",tt1144884,The Final Destination,5.4
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0844471,Cloudy with a Chance of Meatballs,6.5
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt1188998,Forbidden Fruit,6.9
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0899106,Love Happens,5.6
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0810784,Bright Star,6.8
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0046353,Split Second,5.7
"[{'id': 53, 'name': 'Thriller'}]",tt0045124,Scandal Sheet,6.5
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",tt0119347,I Want You,5.9
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0354623,Hellraiser: Hellworld,4.1
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",tt1179904,Paranormal Activity,5.9
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",tt1423592,Kinatay,5.8
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0028575,Angel,6.8
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt1262981,World's Greatest Dad,6.5
"[{'id': 18, 'name': 'Drama'}]",tt0045034,Le Plaisir,6.8
"[{'id': 99, 'name': 'Documentary'}]",tt1232207,Capitalism: A Love Story,7.0
"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",tt1071804,Ink,6.5
"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0985058,Metropia,6.3
"[{'id': 16, 'name': 'Animation'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",tt0419724,The Haunted World of El Superbeasto,6.1
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",tt0059715,Story of a Prostitute,6.8
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",tt1058017,The Invention of Lying,6.0
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0986263,Surrogates,5.9
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt1097013,Next Day Air,5.3
"[{'id': 99, 'name': 'Documentary'}]",tt1331025,The September Issue,6.9
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt1232783,Sorority Row,5.3
